"Municipality","Age","2011 Natives Males","2011 Natives Females","2011 Immigrants Males","2011 Immigrants Females","2021 Natives Males","2021 Natives Females","2021 Immigrants Males","2021 Immigrants Females"
"Fljotsdalshreppur","68 years",17,13,..,1,14,11,..,3
"Fljotsdalshreppur","69 years",8,12,..,1,12,14,2,..
"Fljotsdalshreppur","70 years",16,7,..,1,16,16,1,..
"Fljotsdalshreppur","71 years",6,10,..,..,9,12,..,..
"Fljotsdalshreppur","72 years",8,6,1,..,15,16,..,..
"Fljotsdalshreppur","73 years",15,12,1,1,10,16,..,..
"Fljotsdalshreppur","74 years",9,6,..,..,13,4,..,..
"Fljotsdalshreppur","75 years",8,9,..,..,11,15,1,..
"Fljotsdalshreppur","76 years",8,8,..,..,11,9,..,..
"Fljotsdalshreppur","77 years",20,12,..,..,14,10,..,1
"Fljotsdalshreppur","78 years",5,10,..,..,9,8,..,..
"Fljotsdalshreppur","79 years",8,11,..,..,9,5,..,..
"Fljotsdalshreppur","80 years",5,9,..,..,4,7,..,1
"Fljotsdalshreppur","81 years",9,11,..,..,6,4,..,..
"Fljotsdalshreppur","82 years",9,9,..,..,8,7,1,1
"Fljotsdalshreppur","83 years",10,15,..,2,8,8,..,..
"Fljotsdalshreppur","84 years",6,8,..,..,4,8,..,..
"Fljotsdalshreppur","85 years",5,10,..,..,7,6,..,..
"Fljotsdalshreppur","86 years",10,2,..,..,11,7,..,..
"Fljotsdalshreppur","87 years",4,5,..,..,5,7,..,..
"Fljotsdalshreppur","88 years",3,5,..,..,5,6,..,..
"Fljotsdalshreppur","89 years",2,4,..,..,4,5,..,..
"Fljotsdalshreppur","90 years",3,5,..,..,2,10,..,1
"Fljotsdalshreppur","91 years",1,2,..,..,6,4,..,..
"Fljotsdalshreppur","92 years",2,1,..,..,4,7,..,..
"Fljotsdalshreppur","93 years",..,1,..,..,4,3,..,..
"Fljotsdalshreppur","94 years",..,..,..,..,1,2,..,..
"Fljotsdalshreppur","95 years",..,1,..,..,1,..,..,..
"Fljotsdalshreppur","96 years",1,..,..,..,2,..,..,..
"Fljotsdalshreppur","97 years",..,1,..,..,..,1,..,..
"Fljotsdalshreppur","98 years",..,1,..,..,1,2,..,..
"Fljotsdalshreppur","99 years",..,..,..,..,..,1,..,..
"Fljotsdalshreppur","100 years",..,..,..,..,..,1,..,..
"Fljotsdalshreppur","101 years",..,..,..,..,..,..,..,..
"Fljotsdalshreppur","102 years",..,..,..,..,..,..,..,..
"Fljotsdalshreppur","103 years",..,..,..,..,..,..,..,..
"Fljotsdalshreppur","104 years",..,..,..,..,..,..,..,..
"Fljotsdalshreppur","105 years",..,..,..,..,..,..,..,..
"Fljotsdalshreppur","106 years",..,..,..,..,..,..,..,..
"Fljotsdalshreppur","107 years",..,..,..,..,..,..,..,..
"Fljotsdalshreppur","108 years",..,..,..,..,..,..,..,..
"Vestmannaeyjabaer","In 1st year",3,..,..,..,1,..,..,..
"Vestmannaeyjabaer","1 years",..,2,..,..,1,1,..,..
"Vestmannaeyjabaer","2 years",3,2,..,..,2,2,..,..
"Vestmannaeyjabaer","3 years",1,2,..,..,1,3,..,..
"Vestmannaeyjabaer","4 years",5,2,..,..,..,3,..,..
"Vestmannaeyjabaer","5 years",3,2,..,..,..,..,..,..
"Vestmannaeyjabaer","6 years",1,2,..,..,..,2,..,..
"Vestmannaeyjabaer","7 years",3,1,1,..,3,3,..,..
"Vestmannaeyjabaer","8 years",3,1,..,..,..,2,..,..
"Vestmannaeyjabaer","9 years",1,5,..,..,2,..,..,..
"Vestmannaeyjabaer","10 years",1,..,..,..,..,2,..,..
"Vestmannaeyjabaer","11 years",..,1,..,..,2,4,..,..
"Vestmannaeyjabaer","12 years",1,1,..,..,2,2,..,..
"Vestmannaeyjabaer","13 years",..,1,..,..,2,1,..,..
"Vestmannaeyjabaer","14 years",..,1,..,..,3,2,..,..
"Vestmannaeyjabaer","15 years",2,1,..,..,3,1,..,..
"Vestmannaeyjabaer","16 years",1,1,..,..,3,1,1,..
"Vestmannaeyjabaer","17 years",..,1,..,..,1,2,..,1
"Vestmannaeyjabaer","18 years",4,2,..,..,1,4,..,..
"Vestmannaeyjabaer","19 years",3,6,..,..,2,..,..,..
"Vestmannaeyjabaer","20 years",..,4,..,..,2,..,..,..
"Vestmannaeyjabaer","21 years",1,2,..,..,1,..,..,..
"Vestmannaeyjabaer","22 years",1,2,..,..,1,1,..,..
"Vestmannaeyjabaer","23 years",2,1,..,..,..,1,..,..
"Vestmannaeyjabaer","24 years",..,1,..,..,3,1,..,..
"Vestmannaeyjabaer","25 years",..,1,..,..,1,2,..,..
"Vestmannaeyjabaer","26 years",3,..,..,..,..,1,..,..
"Vestmannaeyjabaer","27 years",2,1,..,..,1,2,..,..
"Vestmannaeyjabaer","28 years",1,2,..,..,1,2,1,..
"Vestmannaeyjabaer","29 years",1,1,..,..,..,1,..,..
"Vestmannaeyjabaer","30 years",..,1,..,..,..,1,1,..
"Vestmannaeyjabaer","31 years",2,4,..,..,..,1,..,..
"Vestmannaeyjabaer","32 years",2,..,..,..,..,..,..,..
"Vestmannaeyjabaer","33 years",..,3,..,..,..,..,..,..
"Vestmannaeyjabaer","34 years",1,2,..,1,..,..,..,..
"Vestmannaeyjabaer","35 years",3,2,..,..,..,3,..,1
"Vestmannaeyjabaer","36 years",1,..,1,..,..,1,..,..
"Vestmannaeyjabaer","37 years",..,..,..,..,3,..,..,1
"Vestmannaeyjabaer","38 years",..,..,..,..,1,..,..,..
"Vestmannaeyjabaer","39 years",..,1,..,..,..,1,..,..
"Vestmannaeyjabaer","40 years",2,2,..,..,1,3,..,..
"Vestmannaeyjabaer","41 years",1,2,..,..,2,..,..,..
"Vestmannaeyjabaer","42 years",1,1,..,..,1,3,..,1
"Vestmannaeyjabaer","43 years",..,2,..,..,1,..,..,1
"Vestmannaeyjabaer","44 years",1,1,..,..,3,2,..,1
"Vestmannaeyjabaer","45 years",1,3,..,..,1,1,1,..
"Vestmannaeyjabaer","46 years",4,..,..,..,..,..,..,..
"Vestmannaeyjabaer","47 years",4,1,..,..,1,..,1,..
"Vestmannaeyjabaer","48 years",2,3,..,..,..,1,..,..
"Vestmannaeyjabaer","49 years",3,4,..,..,1,2,..,..
"Vestmannaeyjabaer","50 years",1,3,..,..,1,2,..,1
"Vestmannaeyjabaer","51 years",2,..,..,..,1,..,..,..
"Vestmannaeyjabaer","52 years",1,3,..,..,1,1,..,..
"Vestmannaeyjabaer","53 years",2,..,..,..,1,1,..,..
"Vestmannaeyjabaer","54 years",4,1,..,..,2,2,..,..
"Vestmannaeyjabaer","55 years",3,1,..,..,3,1,..,..
"Vestmannaeyjabaer","56 years",1,2,..,..,3,1,..,..
"Vestmannaeyjabaer","57 years",3,5,..,..,2,3,..,..
"Vestmannaeyjabaer","58 years",2,1,..,..,3,2,..,..
"Vestmannaeyjabaer","59 years",..,..,..,..,1,2,..,..
"Vestmannaeyjabaer","60 years",1,1,..,..,2,..,..,..
"Vestmannaeyjabaer","61 years",1,7,..,..,3,3,1,..
"Vestmannaeyjabaer","62 years",2,..,..,..,2,..,..,..
"Vestmannaeyjabaer","63 years",2,1,..,..,3,2,..,..
"Vestmannaeyjabaer","64 years",4,1,..,..,4,2,..,..
"Vestmannaeyjabaer","65 years",..,3,..,..,1,2,..,..
"Vestmannaeyjabaer","66 years",4,1,..,..,3,4,..,..
"Vestmannaeyjabaer","67 years",2,..,..,..,1,2,..,..
"Vestmannaeyjabaer","68 years",2,..,..,..,1,..,..,..
"Vestmannaeyjabaer","69 years",1,2,..,..,2,2,..,..
"Vestmannaeyjabaer","70 years",2,..,..,..,1,3,..,..
"Vestmannaeyjabaer","71 years",1,2,..,..,2,..,..,..
"Vestmannaeyjabaer","72 years",1,2,..,..,..,1,..,..
"Vestmannaeyjabaer","73 years",3,1,..,..,3,1,..,..
"Vestmannaeyjabaer","74 years",..,1,..,..,..,3,..,..
"Vestmannaeyjabaer","75 years",1,..,..,..,3,1,..,..
"Vestmannaeyjabaer","76 years",2,2,..,..,3,..,..,..
"Vestmannaeyjabaer","77 years",..,..,..,..,1,..,..,..
"Vestmannaeyjabaer","78 years",..,2,..,..,..,2,..,..
"Vestmannaeyjabaer","79 years",..,..,..,..,3,..,..,..
"Vestmannaeyjabaer","80 years",..,1,..,..,..,1,..,..
"Vestmannaeyjabaer","81 years",1,..,..,1,..,1,..,..
"Vestmannaeyjabaer","82 years",1,..,..,..,2,1,..,..
"Vestmannaeyjabaer","83 years",..,1,..,..,1,1,..,..
"Vestmannaeyjabaer","84 years",4,..,..,..,1,..,..,..
"Vestmannaeyjabaer","85 years",..,2,..,..,2,1,..,..
"Vestmannaeyjabaer","86 years",..,..,..,..,..,1,..,..
"Vestmannaeyjabaer","87 years",..,..,..,..,..,..,..,..
"Vestmannaeyjabaer","88 years",1,..,..,..,..,..,..,..
"Vestmannaeyjabaer","89 years",..,2,..,..,..,..,..,..
"Vestmannaeyjabaer","90 years",..,..,..,..,..,..,..,..
"Vestmannaeyjabaer","91 years",..,..,..,..,..,..,..,..
"Vestmannaeyjabaer","92 years",..,..,..,..,..,..,..,..
"Vestmannaeyjabaer","93 years",..,..,..,..,2,..,..,..
"Vestmannaeyjabaer","94 years",..,..,..,..,..,..,..,..
"Vestmannaeyjabaer","95 years",..,2,..,..,..,..,..,..
"Vestmannaeyjabaer","96 years",..,..,..,..,..,..,..,..
"Vestmannaeyjabaer","97 years",..,..,..,..,..,..,..,..
"Vestmannaeyjabaer","98 years",..,..,..,..,..,..,..,..
"Vestmannaeyjabaer","99 years",..,..,..,..,..,..,..,..
"Vestmannaeyjabaer","100 years",..,..,..,..,..,..,..,..
"Vestmannaeyjabaer","101 years",..,..,..,..,..,..,..,..
"Vestmannaeyjabaer","102 years",..,..,..,..,..,..,..,..
"Vestmannaeyjabaer","103 years",..,..,..,..,..,..,..,..
"Vestmannaeyjabaer","104 years",..,..,..,..,..,..,..,..
"Vestmannaeyjabaer","105 years",..,..,..,..,..,..,..,..
"Vestmannaeyjabaer","106 years",..,..,..,..,..,..,..,..
"Vestmannaeyjabaer","107 years",..,..,..,..,..,..,..,..
"Vestmannaeyjabaer","108 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","In 1st year",1,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","1 years",1,..,..,..,1,..,..,..
"Sveitarfelagid Arborg","2 years",1,1,..,..,1,..,..,..
"Sveitarfelagid Arborg","3 years",1,..,..,..,1,1,..,..
"Sveitarfelagid Arborg","4 years",1,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","5 years",..,2,..,..,..,2,..,..
"Sveitarfelagid Arborg","6 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","7 years",1,..,..,..,..,1,..,..
"Sveitarfelagid Arborg","8 years",..,1,..,..,1,1,..,..
"Sveitarfelagid Arborg","9 years",2,1,..,..,..,..,..,..
"Sveitarfelagid Arborg","10 years",2,1,..,..,1,..,..,..
"Sveitarfelagid Arborg","11 years",..,2,..,..,1,1,..,..
"Sveitarfelagid Arborg","12 years",..,2,..,..,2,..,..,..
"Sveitarfelagid Arborg","13 years",1,..,..,..,1,..,..,..
"Sveitarfelagid Arborg","14 years",2,1,..,..,..,2,..,..
"Sveitarfelagid Arborg","15 years",1,1,..,..,..,..,..,..
"Sveitarfelagid Arborg","16 years",3,2,..,..,1,..,..,..
"Sveitarfelagid Arborg","17 years",1,..,..,..,..,1,..,..
"Sveitarfelagid Arborg","18 years",..,2,..,..,2,1,..,..
"Sveitarfelagid Arborg","19 years",..,1,..,..,1,1,..,..
"Sveitarfelagid Arborg","20 years",1,..,..,..,..,2,..,..
"Sveitarfelagid Arborg","21 years",..,..,..,..,..,2,..,..
"Sveitarfelagid Arborg","22 years",2,..,..,..,1,..,..,..
"Sveitarfelagid Arborg","23 years",1,..,..,..,2,..,..,..
"Sveitarfelagid Arborg","24 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","25 years",..,1,..,..,2,1,..,..
"Sveitarfelagid Arborg","26 years",..,1,..,..,1,..,..,..
"Sveitarfelagid Arborg","27 years",..,..,..,..,..,2,..,..
"Sveitarfelagid Arborg","28 years",1,..,..,..,..,..,..,1
"Sveitarfelagid Arborg","29 years",1,..,..,..,1,..,..,..
"Sveitarfelagid Arborg","30 years",..,1,..,..,..,..,..,..
"Sveitarfelagid Arborg","31 years",..,..,..,..,1,1,..,..
"Sveitarfelagid Arborg","32 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","33 years",..,..,..,1,..,..,..,..
"Sveitarfelagid Arborg","34 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","35 years",..,1,..,..,..,..,..,..
"Sveitarfelagid Arborg","36 years",..,..,..,..,1,..,..,..
"Sveitarfelagid Arborg","37 years",..,1,..,..,..,..,..,..
"Sveitarfelagid Arborg","38 years",..,1,..,..,1,..,..,..
"Sveitarfelagid Arborg","39 years",..,2,..,..,..,1,..,..
"Sveitarfelagid Arborg","40 years",1,1,..,..,..,..,..,..
"Sveitarfelagid Arborg","41 years",1,1,..,..,..,..,..,..
"Sveitarfelagid Arborg","42 years",2,..,..,..,..,..,..,1
"Sveitarfelagid Arborg","43 years",1,1,..,..,..,..,..,..
"Sveitarfelagid Arborg","44 years",..,2,..,..,..,1,..,..
"Sveitarfelagid Arborg","45 years",4,2,..,..,..,..,..,..
"Sveitarfelagid Arborg","46 years",1,..,..,..,..,1,..,..
"Sveitarfelagid Arborg","47 years",..,..,..,..,..,1,..,..
"Sveitarfelagid Arborg","48 years",..,2,..,..,..,2,..,..
"Sveitarfelagid Arborg","49 years",1,..,..,..,2,1,..,..
"Sveitarfelagid Arborg","50 years",1,..,..,..,1,1,..,1
"Sveitarfelagid Arborg","51 years",..,..,..,..,2,..,..,..
"Sveitarfelagid Arborg","52 years",..,..,..,..,1,1,..,..
"Sveitarfelagid Arborg","53 years",..,..,..,..,..,1,..,..
"Sveitarfelagid Arborg","54 years",..,..,..,..,3,2,..,..
"Sveitarfelagid Arborg","55 years",3,..,..,..,1,..,..,..
"Sveitarfelagid Arborg","56 years",..,..,..,..,..,1,..,..
"Sveitarfelagid Arborg","57 years",1,..,..,..,..,1,..,..
"Sveitarfelagid Arborg","58 years",1,1,..,..,..,..,..,..
"Sveitarfelagid Arborg","59 years",..,1,..,..,1,1,..,..
"Sveitarfelagid Arborg","60 years",..,1,..,..,..,..,..,..
"Sveitarfelagid Arborg","61 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","62 years",1,1,..,..,..,..,..,..
"Sveitarfelagid Arborg","63 years",1,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","64 years",..,1,..,..,4,..,..,..
"Sveitarfelagid Arborg","65 years",1,1,..,..,..,..,..,..
"Sveitarfelagid Arborg","66 years",1,..,..,..,1,..,..,..
"Sveitarfelagid Arborg","67 years",..,..,..,..,..,1,..,..
"Sveitarfelagid Arborg","68 years",1,..,..,..,..,1,..,..
"Sveitarfelagid Arborg","69 years",..,..,..,..,..,1,..,..
"Sveitarfelagid Arborg","70 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","71 years",2,..,..,..,..,1,..,..
"Sveitarfelagid Arborg","72 years",..,2,..,..,..,..,..,..
"Sveitarfelagid Arborg","73 years",..,2,..,..,..,1,..,..
"Sveitarfelagid Arborg","74 years",2,1,..,..,1,..,..,..
"Sveitarfelagid Arborg","75 years",..,..,..,..,1,..,..,..
"Sveitarfelagid Arborg","76 years",..,1,..,..,..,..,..,..
"Sveitarfelagid Arborg","77 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","78 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","79 years",1,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","80 years",..,..,..,..,1,..,..,..
"Sveitarfelagid Arborg","81 years",..,..,..,..,..,1,..,..
"Sveitarfelagid Arborg","82 years",..,..,..,..,..,1,..,..
"Sveitarfelagid Arborg","83 years",..,..,..,..,1,..,..,..
"Sveitarfelagid Arborg","84 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","85 years",..,..,..,..,..,1,..,..
"Sveitarfelagid Arborg","86 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","87 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","88 years",..,..,..,..,1,..,..,..
"Sveitarfelagid Arborg","89 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","90 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","91 years",..,1,..,..,..,..,..,..
"Sveitarfelagid Arborg","92 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","93 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","94 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","95 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","96 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","97 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","98 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","99 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","100 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","101 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","102 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","103 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","104 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","105 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","106 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","107 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Arborg","108 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Hornafjordur","In 1st year",18,20,..,..,30,23,..,..
"Sveitarfelagid Hornafjordur","1 years",25,26,..,..,21,19,..,..
"Sveitarfelagid Hornafjordur","2 years",13,24,..,..,28,19,..,..
"Sveitarfelagid Hornafjordur","3 years",28,25,..,..,33,19,1,3
"Sveitarfelagid Hornafjordur","4 years",26,16,..,1,24,20,..,..
"Sveitarfelagid Hornafjordur","5 years",28,20,..,..,22,29,2,..
"Sveitarfelagid Hornafjordur","6 years",37,26,1,..,34,31,..,..
"Sveitarfelagid Hornafjordur","7 years",25,27,..,1,24,25,1,1
"Sveitarfelagid Hornafjordur","8 years",13,29,..,..,32,34,..,..
"Sveitarfelagid Hornafjordur","9 years",28,30,..,..,14,22,..,1
"Sveitarfelagid Hornafjordur","10 years",33,22,..,..,25,30,..,..
"Sveitarfelagid Hornafjordur","11 years",35,28,..,..,15,25,1,2
"Sveitarfelagid Hornafjordur","12 years",36,34,..,..,23,27,..,1
"Sveitarfelagid Hornafjordur","13 years",16,27,..,1,30,13,1,..
"Sveitarfelagid Hornafjordur","14 years",28,26,1,..,28,17,..,..
"Sveitarfelagid Hornafjordur","15 years",21,34,..,1,39,26,2,..
"Sveitarfelagid Hornafjordur","16 years",31,32,..,..,26,28,..,2
"Sveitarfelagid Hornafjordur","17 years",25,33,..,..,16,27,..,..
"Sveitarfelagid Hornafjordur","18 years",32,26,..,1,27,29,..,2
"Sveitarfelagid Hornafjordur","19 years",45,20,..,2,28,21,..,4
"Sveitarfelagid Hornafjordur","20 years",38,23,1,..,32,27,..,..
"Sveitarfelagid Hornafjordur","21 years",33,26,2,3,29,29,..,3
"Sveitarfelagid Hornafjordur","22 years",24,22,1,10,24,14,2,2
"Sveitarfelagid Hornafjordur","23 years",30,25,1,3,28,15,2,3
"Sveitarfelagid Hornafjordur","24 years",26,17,..,6,22,24,4,5
"Sveitarfelagid Hornafjordur","25 years",18,16,2,2,23,21,4,5
"Sveitarfelagid Hornafjordur","26 years",16,21,2,4,23,22,5,9
"Sveitarfelagid Hornafjordur","27 years",20,23,1,3,19,25,5,7
"Sveitarfelagid Hornafjordur","28 years",23,11,1,2,31,18,5,9
"Sveitarfelagid Hornafjordur","29 years",22,22,4,4,21,26,10,4
"Sveitarfelagid Hornafjordur","30 years",31,18,..,5,20,26,4,10
"Sveitarfelagid Hornafjordur","31 years",25,13,3,6,19,11,3,8
"Sveitarfelagid Hornafjordur","32 years",24,14,5,5,20,17,8,2
"Sveitarfelagid Hornafjordur","33 years",23,15,2,..,17,15,3,5
"Sveitarfelagid Hornafjordur","34 years",28,23,..,2,13,22,1,4
"Sveitarfelagid Hornafjordur","35 years",16,15,1,1,18,22,1,6
"Sveitarfelagid Hornafjordur","36 years",18,30,2,2,26,19,2,2
"Sveitarfelagid Hornafjordur","37 years",15,17,..,1,19,16,4,4
"Sveitarfelagid Hornafjordur","38 years",19,31,1,2,21,20,3,5
"Sveitarfelagid Hornafjordur","39 years",29,20,..,1,31,22,3,5
"Sveitarfelagid Hornafjordur","40 years",19,18,1,1,20,14,6,6
"Sveitarfelagid Hornafjordur","41 years",21,22,1,2,23,17,2,3
"Sveitarfelagid Hornafjordur","42 years",24,24,..,2,24,15,2,1
"Sveitarfelagid Hornafjordur","43 years",37,29,..,2,22,19,3,2
"Sveitarfelagid Hornafjordur","44 years",23,24,..,3,15,16,4,3
"Sveitarfelagid Hornafjordur","45 years",23,16,..,1,14,26,2,2
"Sveitarfelagid Hornafjordur","46 years",27,33,2,..,13,19,2,6
"Sveitarfelagid Hornafjordur","47 years",21,29,1,1,23,28,1,2
"Sveitarfelagid Hornafjordur","48 years",30,35,..,1,31,20,2,..
"Sveitarfelagid Hornafjordur","49 years",27,17,1,..,18,19,1,..
"Sveitarfelagid Hornafjordur","50 years",24,29,..,1,21,22,2,3
"Sveitarfelagid Hornafjordur","51 years",30,36,1,..,25,21,..,5
"Sveitarfelagid Hornafjordur","52 years",24,21,..,1,27,26,1,1
"Sveitarfelagid Hornafjordur","53 years",20,29,1,3,18,24,2,2
"Sveitarfelagid Hornafjordur","54 years",40,29,1,..,22,23,..,..
"Sveitarfelagid Hornafjordur","55 years",24,26,1,1,28,28,2,1
"Sveitarfelagid Hornafjordur","56 years",30,17,..,2,25,25,..,2
"Sveitarfelagid Hornafjordur","57 years",20,21,1,..,30,32,..,2
"Sveitarfelagid Hornafjordur","58 years",26,24,..,..,23,17,1,1
"Sveitarfelagid Hornafjordur","59 years",22,30,1,..,21,26,..,2
"Sveitarfelagid Hornafjordur","60 years",28,16,..,..,30,34,..,..
"Sveitarfelagid Hornafjordur","61 years",23,22,2,..,24,22,..,1
"Sveitarfelagid Hornafjordur","62 years",21,21,..,1,16,26,2,1
"Sveitarfelagid Hornafjordur","63 years",25,22,..,..,34,30,1,3
"Sveitarfelagid Hornafjordur","64 years",20,20,..,..,22,23,2,1
"Sveitarfelagid Hornafjordur","65 years",17,19,..,..,27,14,1,1
"Sveitarfelagid Hornafjordur","66 years",19,16,..,..,21,18,1,..
"Sveitarfelagid Hornafjordur","67 years",16,20,..,..,25,21,..,..
"Sveitarfelagid Hornafjordur","68 years",22,18,..,..,20,24,1,1
"Sveitarfelagid Hornafjordur","69 years",21,16,..,..,25,16,..,..
"Sveitarfelagid Hornafjordur","70 years",12,14,..,..,21,19,1,..
"Sveitarfelagid Hornafjordur","71 years",12,15,..,..,18,15,..,2
"Sveitarfelagid Hornafjordur","72 years",8,15,..,..,22,22,..,..
"Sveitarfelagid Hornafjordur","73 years",14,10,..,..,20,19,..,..
"Sveitarfelagid Hornafjordur","74 years",14,20,..,..,15,11,..,..
"Sveitarfelagid Hornafjordur","75 years",15,15,..,1,19,16,..,..
"Sveitarfelagid Hornafjordur","76 years",13,10,..,..,12,20,..,..
"Sveitarfelagid Hornafjordur","77 years",10,10,..,..,14,11,..,..
"Sveitarfelagid Hornafjordur","78 years",16,10,..,..,13,11,..,..
"Sveitarfelagid Hornafjordur","79 years",10,10,..,..,11,11,..,..
"Sveitarfelagid Hornafjordur","80 years",9,9,..,..,10,13,..,..
"Sveitarfelagid Hornafjordur","81 years",16,12,..,..,5,13,..,..
"Sveitarfelagid Hornafjordur","82 years",12,10,..,..,9,9,..,..
"Sveitarfelagid Hornafjordur","83 years",7,12,..,1,7,11,..,..
"Sveitarfelagid Hornafjordur","84 years",7,10,..,..,9,7,..,..
"Sveitarfelagid Hornafjordur","85 years",3,10,..,..,7,5,..,..
"Sveitarfelagid Hornafjordur","86 years",7,7,..,..,5,5,..,..
"Sveitarfelagid Hornafjordur","87 years",7,2,..,..,7,2,..,..
"Sveitarfelagid Hornafjordur","88 years",10,6,..,..,2,4,..,..
"Sveitarfelagid Hornafjordur","89 years",1,4,..,..,4,5,..,..
"Sveitarfelagid Hornafjordur","90 years",3,8,..,..,6,4,..,..
"Sveitarfelagid Hornafjordur","91 years",3,1,..,..,2,6,..,..
"Sveitarfelagid Hornafjordur","92 years",4,..,..,..,3,4,..,..
"Sveitarfelagid Hornafjordur","93 years",1,2,..,..,2,4,..,..
"Sveitarfelagid Hornafjordur","94 years",2,1,..,..,..,4,..,..
"Sveitarfelagid Hornafjordur","95 years",1,1,..,..,2,2,..,..
"Sveitarfelagid Hornafjordur","96 years",1,2,..,..,1,1,..,..
"Sveitarfelagid Hornafjordur","97 years",..,..,..,..,1,..,..,..
"Sveitarfelagid Hornafjordur","98 years",..,1,..,..,..,..,..,..
"Sveitarfelagid Hornafjordur","99 years",..,..,..,..,..,1,..,..
"Sveitarfelagid Hornafjordur","100 years",..,1,..,..,..,..,..,..
"Sveitarfelagid Hornafjordur","101 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Hornafjordur","102 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Hornafjordur","103 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Hornafjordur","104 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Hornafjordur","105 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Hornafjordur","106 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Hornafjordur","107 years",..,..,..,..,..,..,..,..
"Sveitarfelagid Hornafjordur","108 years",..,..,..,..,..,..,..,..
"Myrdalshreppur","In 1st year",4,1,..,..,4,2,..,..
"Myrdalshreppur","1 years",3,3,..,..,1,2,..,..
"Myrdalshreppur","2 years",3,..,..,..,..,3,..,..
"Myrdalshreppur","3 years",..,5,..,1,4,5,..,..
"Myrdalshreppur","4 years",2,1,..,..,3,1,..,..
"Myrdalshreppur","5 years",3,8,..,..,1,..,..,..
"Myrdalshreppur","6 years",2,3,..,..,2,3,..,..
"Myrdalshreppur","7 years",7,4,..,..,2,2,..,..
"Myrdalshreppur","8 years",5,6,..,..,3,5,..,..
"Myrdalshreppur","9 years",3,2,..,..,5,5,..,..
"Myrdalshreppur","10 years",6,5,..,..,2,5,..,..
"Myrdalshreppur","11 years",3,6,..,..,3,..,..,..
"Myrdalshreppur","12 years",4,4,..,..,2,5,..,..
"Myrdalshreppur","13 years",4,2,..,..,3,1,1,..
"Myrdalshreppur","14 years",4,5,..,..,1,7,..,..
"Myrdalshreppur","15 years",4,8,..,..,4,3,..,1
"Myrdalshreppur","16 years",6,5,..,..,6,2,1,..
"Myrdalshreppur","17 years",5,4,..,..,7,2,..,..
"Myrdalshreppur","18 years",2,7,..,..,3,3,1,..
"Myrdalshreppur","19 years",4,3,..,..,5,5,..,..
"Myrdalshreppur","20 years",5,2,..,..,3,4,1,..
"Myrdalshreppur","21 years",1,4,..,..,6,1,..,..
"Myrdalshreppur","22 years",2,..,..,..,3,3,..,..
"Myrdalshreppur","23 years",5,1,..,..,4,2,..,..
"Myrdalshreppur","24 years",1,1,..,..,2,2,..,..
"Myrdalshreppur","25 years",2,3,..,..,3,..,..,..
"Myrdalshreppur","26 years",1,3,..,..,1,2,..,1
"Myrdalshreppur","27 years",5,2,..,1,2,3,..,..
