"Municipality","Age","2011 Natives Males","2011 Natives Females","2011 Immigrants Males","2011 Immigrants Females","2021 Natives Males","2021 Natives Females","2021 Immigrants Males","2021 Immigrants Females"
"Langanesbyggd","52 years",36,24,2,2,16,17,1,5
"Langanesbyggd","53 years",26,28,4,1,13,19,1,6
"Langanesbyggd","54 years",20,30,1,3,19,17,2,3
"Langanesbyggd","55 years",36,16,2,5,20,31,3,2
"Langanesbyggd","56 years",18,21,..,2,20,17,5,8
"Langanesbyggd","57 years",27,27,1,4,41,19,3,7
"Langanesbyggd","58 years",20,13,3,3,21,24,1,7
"Langanesbyggd","59 years",23,15,2,1,17,22,1,2
"Langanesbyggd","60 years",11,9,..,4,20,19,6,5
"Langanesbyggd","61 years",21,15,1,5,28,22,4,1
"Langanesbyggd","62 years",15,10,..,1,19,24,3,1
"Langanesbyggd","63 years",14,20,..,3,16,25,1,1
"Langanesbyggd","64 years",23,19,2,1,30,17,..,4
"Langanesbyggd","65 years",17,16,1,1,20,19,1,..
"Langanesbyggd","66 years",20,10,..,..,20,26,1,4
"Langanesbyggd","67 years",15,9,..,..,17,15,3,2
"Langanesbyggd","68 years",15,8,1,..,20,12,1,1
"Langanesbyggd","69 years",18,18,..,..,10,10,..,4
"Langanesbyggd","70 years",6,18,1,..,18,12,..,2
"Langanesbyggd","71 years",11,20,..,1,14,7,..,1
"Langanesbyggd","72 years",10,10,..,..,11,15,1,1
"Langanesbyggd","73 years",11,10,..,..,18,19,..,1
"Langanesbyggd","74 years",8,16,..,1,13,12,1,1
"Langanesbyggd","75 years",8,10,1,..,16,8,..,..
"Langanesbyggd","76 years",10,13,..,..,13,6,..,..
"Langanesbyggd","77 years",12,12,..,..,8,7,1,..
"Langanesbyggd","78 years",9,15,..,..,16,12,..,1
"Langanesbyggd","79 years",10,8,..,1,4,15,..,..
"Langanesbyggd","80 years",8,14,..,..,8,17,1,..
"Langanesbyggd","81 years",11,11,..,..,9,9,..,..
"Langanesbyggd","82 years",13,6,..,..,8,8,..,..
"Langanesbyggd","83 years",5,10,..,..,4,11,..,1
"Langanesbyggd","84 years",6,8,..,..,6,7,1,..
"Langanesbyggd","85 years",8,9,..,..,6,9,..,..
"Langanesbyggd","86 years",..,4,..,..,7,4,..,..
"Langanesbyggd","87 years",3,3,..,..,4,8,..,..
"Langanesbyggd","88 years",2,5,..,..,8,5,..,..
"Langanesbyggd","89 years",1,1,..,..,3,8,..,..
"Langanesbyggd","90 years",1,1,1,..,6,5,..,..
"Langanesbyggd","91 years",2,2,..,..,4,1,..,..
"Langanesbyggd","92 years",2,3,..,..,1,6,..,..
"Langanesbyggd","93 years",2,1,..,..,3,4,..,..
"Langanesbyggd","94 years",2,2,..,..,..,5,..,..
"Langanesbyggd","95 years",1,..,..,..,..,1,..,..
"Langanesbyggd","96 years",..,..,..,..,..,..,..,..
"Langanesbyggd","97 years",..,2,..,..,1,..,..,..
"Langanesbyggd","98 years",..,..,..,..,..,..,..,..
"Langanesbyggd","99 years",..,..,..,..,..,..,..,..
"Langanesbyggd","100 years",..,..,..,..,..,..,..,..
"Langanesbyggd","101 years",..,..,..,..,..,..,..,..
"Langanesbyggd","102 years",..,..,..,..,1,..,..,..
"Langanesbyggd","103 years",..,..,..,..,..,..,..,..
"Langanesbyggd","104 years",..,..,..,..,..,..,..,..
"Langanesbyggd","105 years",..,..,..,..,..,..,..,..
"Langanesbyggd","106 years",..,..,..,..,..,..,..,..
"Langanesbyggd","107 years",..,..,..,..,..,..,..,..
"Langanesbyggd","108 years",..,..,..,..,..,..,..,..
"Fjardabyggd","In 1st year",1,..,..,..,..,1,..,..
"Fjardabyggd","1 years",..,1,..,..,..,..,..,..
"Fjardabyggd","2 years",1,..,..,..,..,..,..,..
"Fjardabyggd","3 years",..,1,..,..,..,..,..,..
"Fjardabyggd","4 years",..,2,..,..,..,..,..,..
"Fjardabyggd","5 years",..,1,..,..,..,1,..,..
"Fjardabyggd","6 years",1,..,..,..,..,..,..,..
"Fjardabyggd","7 years",..,1,..,..,..,..,..,1
"Fjardabyggd","8 years",..,..,..,..,1,..,1,..
"Fjardabyggd","9 years",..,1,..,..,..,..,..,..
"Fjardabyggd","10 years",1,..,..,..,..,..,..,..
"Fjardabyggd","11 years",..,1,..,..,..,..,..,..
"Fjardabyggd","12 years",2,1,..,..,..,2,..,..
"Fjardabyggd","13 years",2,1,..,..,..,1,..,..
"Fjardabyggd","14 years",1,..,..,..,..,..,..,..
"Fjardabyggd","15 years",..,..,..,..,..,..,..,..
"Fjardabyggd","16 years",..,1,..,..,..,1,..,..
"Fjardabyggd","17 years",..,1,..,..,..,..,..,..
"Fjardabyggd","18 years",..,2,..,..,..,1,..,..
"Fjardabyggd","19 years",..,..,..,..,..,..,..,..
"Fjardabyggd","20 years",..,..,..,..,..,1,..,..
"Fjardabyggd","21 years",..,..,..,..,1,2,..,..
"Fjardabyggd","22 years",..,1,..,..,5,2,..,..
"Fjardabyggd","23 years",1,1,..,..,1,..,..,..
"Fjardabyggd","24 years",..,..,..,..,..,..,..,..
"Fjardabyggd","25 years",..,..,..,..,..,2,..,..
"Fjardabyggd","26 years",..,..,..,..,1,..,..,..
"Fjardabyggd","27 years",1,..,..,..,..,1,..,..
"Fjardabyggd","28 years",..,1,..,..,..,..,..,..
"Fjardabyggd","29 years",..,1,..,..,..,..,..,..
"Fjardabyggd","30 years",..,1,..,..,..,..,..,..
"Fjardabyggd","31 years",..,..,..,1,..,1,..,..
"Fjardabyggd","32 years",..,2,..,..,1,..,..,2
"Fjardabyggd","33 years",..,2,1,..,..,..,..,..
"Fjardabyggd","34 years",1,1,..,..,..,..,..,..
"Fjardabyggd","35 years",1,..,..,..,..,..,1,..
"Fjardabyggd","36 years",1,..,..,..,1,..,..,1
"Fjardabyggd","37 years",..,1,..,..,..,..,..,..
"Fjardabyggd","38 years",2,1,..,..,..,1,..,..
"Fjardabyggd","39 years",..,..,..,..,..,..,2,1
"Fjardabyggd","40 years",..,..,..,..,..,1,..,..
"Fjardabyggd","41 years",1,..,..,..,..,1,..,..
"Fjardabyggd","42 years",..,1,..,..,1,1,1,..
"Fjardabyggd","43 years",..,..,..,..,..,..,..,..
"Fjardabyggd","44 years",..,..,..,..,2,..,..,..
"Fjardabyggd","45 years",..,2,..,..,2,..,..,..
"Fjardabyggd","46 years",..,..,..,..,..,..,..,..
"Fjardabyggd","47 years",2,..,..,..,1,1,..,..
"Fjardabyggd","48 years",..,..,..,..,..,1,..,1
"Fjardabyggd","49 years",1,1,..,..,..,1,..,..
"Fjardabyggd","50 years",1,..,..,..,1,..,..,..
"Fjardabyggd","51 years",1,..,..,..,..,1,1,..
"Fjardabyggd","52 years",..,2,..,..,1,..,..,..
"Fjardabyggd","53 years",2,..,..,..,..,..,..,..
"Fjardabyggd","54 years",..,1,..,..,..,2,..,..
"Fjardabyggd","55 years",2,..,..,..,1,..,..,..
"Fjardabyggd","56 years",1,1,..,1,3,1,..,..
"Fjardabyggd","57 years",2,2,..,..,..,..,1,..
"Fjardabyggd","58 years",..,1,..,1,2,1,..,..
"Fjardabyggd","59 years",2,2,..,..,..,..,..,..
"Fjardabyggd","60 years",2,1,..,..,1,..,..,..
"Fjardabyggd","61 years",3,1,..,..,1,1,..,..
"Fjardabyggd","62 years",..,..,..,..,2,..,..,..
"Fjardabyggd","63 years",2,1,..,..,..,2,..,..
"Fjardabyggd","64 years",1,3,..,..,2,..,..,..
"Fjardabyggd","65 years",1,1,..,..,1,1,..,1
"Fjardabyggd","66 years",1,1,..,..,3,2,..,..
"Fjardabyggd","67 years",..,..,..,..,1,1,..,1
"Fjardabyggd","68 years",..,..,..,..,2,3,..,..
"Fjardabyggd","69 years",..,..,..,..,2,1,..,..
"Fjardabyggd","70 years",..,..,..,..,3,1,..,..
"Fjardabyggd","71 years",..,..,..,..,..,..,..,..
"Fjardabyggd","72 years",1,1,..,..,..,..,..,..
"Fjardabyggd","73 years",..,1,..,..,1,3,..,..
"Fjardabyggd","74 years",1,..,..,..,..,..,..,..
"Fjardabyggd","75 years",..,..,..,..,1,1,..,..
"Fjardabyggd","76 years",..,1,..,..,..,..,..,..
"Fjardabyggd","77 years",..,..,..,..,..,..,..,..
"Fjardabyggd","78 years",..,..,..,..,..,..,..,..
"Fjardabyggd","79 years",..,..,..,..,..,..,..,..
"Fjardabyggd","80 years",..,..,..,..,..,..,..,..
"Fjardabyggd","81 years",..,..,..,..,1,1,..,..
"Fjardabyggd","82 years",1,..,..,..,..,1,..,..
"Fjardabyggd","83 years",..,..,..,..,..,..,..,..
"Fjardabyggd","84 years",..,..,..,..,..,..,..,..
"Fjardabyggd","85 years",..,..,..,..,..,..,..,..
"Fjardabyggd","86 years",..,..,..,..,1,..,..,..
"Fjardabyggd","87 years",..,..,..,..,1,..,..,..
"Fjardabyggd","88 years",..,..,..,..,..,..,..,..
"Fjardabyggd","89 years",..,..,..,..,..,..,..,..
"Fjardabyggd","90 years",..,..,..,..,..,..,..,..
"Fjardabyggd","91 years",..,..,..,..,..,..,..,..
"Fjardabyggd","92 years",..,..,..,..,..,..,..,..
"Fjardabyggd","93 years",..,..,..,..,..,..,..,..
"Fjardabyggd","94 years",..,..,..,..,..,..,..,..
"Fjardabyggd","95 years",..,..,..,..,..,..,..,..
"Fjardabyggd","96 years",..,..,..,..,..,..,..,..
"Fjardabyggd","97 years",..,..,..,..,..,..,..,..
"Fjardabyggd","98 years",..,..,..,..,..,..,..,..
"Fjardabyggd","99 years",..,..,..,..,..,..,..,..
"Fjardabyggd","100 years",..,..,..,..,..,..,..,..
"Fjardabyggd","101 years",..,..,..,..,..,..,..,..
"Fjardabyggd","102 years",..,..,..,..,..,..,..,..
"Fjardabyggd","103 years",..,..,..,..,..,..,..,..
"Fjardabyggd","104 years",..,..,..,..,..,..,..,..
"Fjardabyggd","105 years",..,..,..,..,..,..,..,..
"Fjardabyggd","106 years",..,..,..,..,..,..,..,..
"Fjardabyggd","107 years",..,..,..,..,..,..,..,..
"Fjardabyggd","108 years",..,..,..,..,..,..,..,..
"Mulathing","In 1st year",4,3,..,..,1,3,..,1
"Mulathing","1 years",6,5,..,..,2,4,..,..
"Mulathing","2 years",3,5,..,..,3,5,..,..
"Mulathing","3 years",2,2,..,..,3,1,..,..
"Mulathing","4 years",2,1,..,..,..,2,1,..
"Mulathing","5 years",4,3,2,..,2,2,1,..
"Mulathing","6 years",4,7,..,..,2,1,..,1
"Mulathing","7 years",1,6,..,1,2,2,..,..
"Mulathing","8 years",5,4,..,..,2,5,..,..
"Mulathing","9 years",1,3,..,..,1,2,1,..
"Mulathing","10 years",5,6,1,1,5,6,1,..
"Mulathing","11 years",2,3,1,1,3,3,..,..
"Mulathing","12 years",3,5,..,..,4,1,..,..
"Mulathing","13 years",4,3,3,1,1,1,..,..
"Mulathing","14 years",6,5,2,..,2,3,1,..
"Mulathing","15 years",6,1,..,..,2,4,..,1
"Mulathing","16 years",4,4,..,1,2,6,..,1
"Mulathing","17 years",3,4,..,..,2,1,..,..
"Mulathing","18 years",6,2,..,1,1,2,1,..
"Mulathing","19 years",2,..,1,..,5,5,..,..
"Mulathing","20 years",1,2,1,..,1,1,1,2
"Mulathing","21 years",2,2,..,..,3,3,1,2
"Mulathing","22 years",..,1,1,2,3,..,3,..
"Mulathing","23 years",1,5,2,3,6,6,1,1
"Mulathing","24 years",3,5,..,..,5,..,1,..
"Mulathing","25 years",2,2,3,1,3,2,3,1
"Mulathing","26 years",5,2,..,1,3,2,3,1
"Mulathing","27 years",2,2,1,..,7,3,4,3
"Mulathing","28 years",2,2,1,..,..,1,..,1
"Mulathing","29 years",2,1,..,..,1,1,2,1
"Mulathing","30 years",4,2,1,2,3,4,5,1
"Mulathing","31 years",3,4,..,2,..,..,1,5
"Mulathing","32 years",1,4,1,..,2,4,3,1
"Mulathing","33 years",3,2,2,2,2,1,2,..
"Mulathing","34 years",2,2,1,1,1,..,3,1
"Mulathing","35 years",5,1,2,..,2,1,2,..
"Mulathing","36 years",1,2,1,..,5,3,..,2
"Mulathing","37 years",3,2,..,2,1,2,2,..
"Mulathing","38 years",..,1,2,1,1,2,1,..
"Mulathing","39 years",5,1,2,..,2,1,1,1
"Mulathing","40 years",3,2,..,..,4,2,..,1
"Mulathing","41 years",1,1,1,2,2,3,1,1
"Mulathing","42 years",2,1,..,1,3,2,3,1
"Mulathing","43 years",6,1,..,..,3,3,1,1
"Mulathing","44 years",2,3,..,1,3,1,2,1
"Mulathing","45 years",7,3,..,1,..,..,2,..
"Mulathing","46 years",1,4,..,..,3,2,..,1
"Mulathing","47 years",3,5,2,..,1,..,2,1
"Mulathing","48 years",2,1,..,..,4,1,1,..
"Mulathing","49 years",5,2,..,..,3,..,..,2
"Mulathing","50 years",4,2,..,..,3,1,1,1
"Mulathing","51 years",3,1,..,1,1,1,..,1
"Mulathing","52 years",3,4,..,..,4,2,2,..
"Mulathing","53 years",5,3,..,1,2,3,..,1
"Mulathing","54 years",4,4,..,1,8,3,..,1
"Mulathing","55 years",5,2,..,..,2,2,..,1
"Mulathing","56 years",2,3,..,..,3,4,..,1
"Mulathing","57 years",1,3,..,..,2,..,1,..
"Mulathing","58 years",2,3,..,..,4,2,..,..
"Mulathing","59 years",2,..,..,..,4,2,..,..
"Mulathing","60 years",3,2,..,1,2,1,..,1
"Mulathing","61 years",1,3,..,..,3,2,..,1
"Mulathing","62 years",2,1,..,..,4,3,..,1
"Mulathing","63 years",2,1,..,..,5,4,..,1
"Mulathing","64 years",4,1,..,..,3,1,..,..
"Mulathing","65 years",2,..,..,..,4,3,..,..
"Mulathing","66 years",1,3,..,..,1,2,..,..
"Mulathing","67 years",5,1,..,..,2,2,1,..
"Mulathing","68 years",..,2,..,..,2,1,..,..
"Mulathing","69 years",2,..,..,..,3,2,..,..
"Mulathing","70 years",4,2,..,..,1,2,..,..
"Mulathing","71 years",2,5,..,..,2,1,..,..
"Mulathing","72 years",..,2,..,..,2,1,..,..
"Mulathing","73 years",3,1,..,..,3,1,..,..
"Mulathing","74 years",..,1,..,..,1,..,..,..
"Mulathing","75 years",1,2,..,..,..,3,..,..
"Mulathing","76 years",2,..,..,..,5,1,..,..
"Mulathing","77 years",2,..,..,..,1,1,..,..
"Mulathing","78 years",1,2,..,..,2,..,..,..
"Mulathing","79 years",2,2,..,..,4,2,..,..
"Mulathing","80 years",1,2,..,..,2,4,..,..
"Mulathing","81 years",1,1,..,..,..,2,..,..
"Mulathing","82 years",1,..,..,..,3,..,..,..
"Mulathing","83 years",2,2,..,..,..,1,..,..
"Mulathing","84 years",..,1,..,..,2,..,..,..
"Mulathing","85 years",1,1,..,..,..,..,..,..
"Mulathing","86 years",..,..,..,..,..,..,..,..
"Mulathing","87 years",1,2,..,..,..,2,..,..
"Mulathing","88 years",1,..,..,..,1,..,..,..
"Mulathing","89 years",..,..,..,..,1,..,..,..
"Mulathing","90 years",..,1,..,..,..,1,..,..
"Mulathing","91 years",..,..,..,..,..,..,..,..
"Mulathing","92 years",..,1,..,..,1,..,..,..
"Mulathing","93 years",..,..,..,..,..,..,..,..
"Mulathing","94 years",..,1,..,..,..,..,..,..
"Mulathing","95 years",..,..,..,..,..,..,..,..
"Mulathing","96 years",..,..,..,..,..,..,..,..
"Mulathing","97 years",..,..,..,..,..,..,..,..
"Mulathing","98 years",..,..,..,..,..,..,..,..
"Mulathing","99 years",..,..,..,..,..,..,..,..
"Mulathing","100 years",..,..,..,..,..,..,..,..
"Mulathing","101 years",..,..,..,..,..,..,..,..
"Mulathing","102 years",..,..,..,..,..,..,..,..
"Mulathing","103 years",..,..,..,..,..,..,..,..
"Mulathing","104 years",..,..,..,..,..,..,..,..
"Mulathing","105 years",..,..,..,..,..,..,..,..
"Mulathing","106 years",..,..,..,..,..,..,..,..
"Mulathing","107 years",..,..,..,..,..,..,..,..
"Mulathing","108 years",..,..,..,..,..,..,..,..
"Vopnafjardarhreppur","In 1st year",24,26,..,..,24,21,..,..
"Vopnafjardarhreppur","1 years",29,37,1,..,32,25,1,1
"Vopnafjardarhreppur","2 years",33,30,..,..,26,34,1,3
"Vopnafjardarhreppur","3 years",33,28,1,..,28,29,1,..
"Vopnafjardarhreppur","4 years",37,26,..,..,34,26,3,1
"Vopnafjardarhreppur","5 years",37,35,..,..,38,33,..,1
"Vopnafjardarhreppur","6 years",26,26,..,..,34,32,1,..
"Vopnafjardarhreppur","7 years",39,27,2,2,34,45,1,1
"Vopnafjardarhreppur","8 years",37,26,..,2,37,22,1,..
"Vopnafjardarhreppur","9 years",26,28,1,..,30,33,1,..
"Vopnafjardarhreppur","10 years",30,32,2,2,28,31,1,2
"Vopnafjardarhreppur","11 years",31,28,..,..,33,39,2,1
"Vopnafjardarhreppur","12 years",33,24,..,4,33,29,2,..
"Vopnafjardarhreppur","13 years",31,36,..,..,43,23,..,..
"Vopnafjardarhreppur","14 years",32,25,3,2,42,37,..,3
"Vopnafjardarhreppur","15 years",34,39,1,1,28,25,..,..
"Vopnafjardarhreppur","16 years",24,30,2,3,38,21,..,2
"Vopnafjardarhreppur","17 years",23,29,1,2,29,25,1,1
"Vopnafjardarhreppur","18 years",30,47,1,2,19,28,1,1
"Vopnafjardarhreppur","19 years",36,24,..,2,32,32,4,3
"Vopnafjardarhreppur","20 years",31,33,..,1,33,23,2,..
"Vopnafjardarhreppur","21 years",24,22,3,2,24,17,4,5
"Vopnafjardarhreppur","22 years",26,18,1,1,21,23,3,3
"Vopnafjardarhreppur","23 years",23,24,1,..,30,22,6,2
"Vopnafjardarhreppur","24 years",21,16,2,3,25,26,..,4
"Vopnafjardarhreppur","25 years",25,17,3,1,16,21,2,9
"Vopnafjardarhreppur","26 years",23,16,2,3,20,22,5,5
"Vopnafjardarhreppur","27 years",20,25,2,5,22,27,6,7
"Vopnafjardarhreppur","28 years",23,29,..,6,24,20,10,14
"Vopnafjardarhreppur","29 years",21,21,4,6,29,25,13,10
"Vopnafjardarhreppur","30 years",27,20,5,5,20,14,17,14
"Vopnafjardarhreppur","31 years",16,27,6,2,24,17,12,12
"Vopnafjardarhreppur","32 years",22,24,2,6,20,24,8,6
"Vopnafjardarhreppur","33 years",34,13,6,7,22,26,9,8
"Vopnafjardarhreppur","34 years",20,24,6,3,31,20,11,7
"Vopnafjardarhreppur","35 years",20,20,7,2,30,24,9,10
"Vopnafjardarhreppur","36 years",24,23,7,5,22,25,6,10
"Vopnafjardarhreppur","37 years",20,28,4,4,27,26,5,2
"Vopnafjardarhreppur","38 years",31,30,3,3,24,19,6,7
"Vopnafjardarhreppur","39 years",42,22,3,9,25,22,6,8
"Vopnafjardarhreppur","40 years",23,17,6,6,23,36,11,6
"Vopnafjardarhreppur","41 years",31,24,4,5,26,26,5,6
"Vopnafjardarhreppur","42 years",22,21,2,3,29,14,8,5
"Vopnafjardarhreppur","43 years",27,25,1,2,22,25,5,4
"Vopnafjardarhreppur","44 years",30,29,1,..,20,19,8,4
"Vopnafjardarhreppur","45 years",33,34,3,2,21,27,8,8
"Vopnafjardarhreppur","46 years",40,22,2,2,17,26,5,7
"Vopnafjardarhreppur","47 years",31,37,1,2,31,28,4,8
"Vopnafjardarhreppur","48 years",33,35,1,5,36,26,3,13
"Vopnafjardarhreppur","49 years",28,29,1,4,18,18,7,5
"Vopnafjardarhreppur","50 years",22,31,3,1,27,21,5,7
"Vopnafjardarhreppur","51 years",33,26,..,3,24,22,4,2
"Vopnafjardarhreppur","52 years",28,31,3,1,26,23,3,2
"Vopnafjardarhreppur","53 years",30,29,1,4,25,24,1,1
"Vopnafjardarhreppur","54 years",41,22,4,4,25,29,2,4
"Vopnafjardarhreppur","55 years",25,29,..,1,38,24,4,2
"Vopnafjardarhreppur","56 years",30,26,1,3,32,37,1,2
"Vopnafjardarhreppur","57 years",34,19,..,3,25,37,2,4
"Vopnafjardarhreppur","58 years",26,35,..,1,31,24,1,3
"Vopnafjardarhreppur","59 years",28,26,3,1,23,30,3,2
"Vopnafjardarhreppur","60 years",28,30,3,1,35,27,3,2
"Vopnafjardarhreppur","61 years",35,19,3,..,28,30,2,2
"Vopnafjardarhreppur","62 years",33,20,..,..,26,26,..,4
"Vopnafjardarhreppur","63 years",29,23,..,..,41,25,3,2
"Vopnafjardarhreppur","64 years",30,19,1,..,28,31,1,2
"Vopnafjardarhreppur","65 years",20,22,1,..,30,23,2,1
"Vopnafjardarhreppur","66 years",29,24,..,..,35,15,1,5
"Vopnafjardarhreppur","67 years",18,20,..,..,28,35,..,1
"Vopnafjardarhreppur","68 years",21,20,1,1,25,18,2,2
"Vopnafjardarhreppur","69 years",21,21,..,..,23,29,3,1
"Vopnafjardarhreppur","70 years",21,12,..,..,28,15,2,..
"Vopnafjardarhreppur","71 years",23,17,..,..,28,17,1,..
"Vopnafjardarhreppur","72 years",18,7,..,2,21,18,..,..
"Vopnafjardarhreppur","73 years",15,12,..,1,25,16,..,..
"Vopnafjardarhreppur","74 years",15,12,1,..,15,18,1,..
"Vopnafjardarhreppur","75 years",9,12,..,..,25,18,..,..
"Vopnafjardarhreppur","76 years",15,17,..,..,15,19,..,1
"Vopnafjardarhreppur","77 years",8,11,..,..,14,18,1,1
"Vopnafjardarhreppur","78 years",8,9,..,1,18,15,..,..
"Vopnafjardarhreppur","79 years",16,10,..,..,20,11,..,..
"Vopnafjardarhreppur","80 years",9,10,..,..,20,14,..,..
"Vopnafjardarhreppur","81 years",10,8,..,1,10,8,..,1
"Vopnafjardarhreppur","82 years",9,5,..,..,9,10,..,1
"Vopnafjardarhreppur","83 years",16,12,..,1,10,7,1,..
"Vopnafjardarhreppur","84 years",5,1,..,..,6,8,..,..
"Vopnafjardarhreppur","85 years",10,8,..,..,8,8,..,..
"Vopnafjardarhreppur","86 years",5,8,..,..,5,3,..,..
"Vopnafjardarhreppur","87 years",4,6,..,..,3,3,..,1
"Vopnafjardarhreppur","88 years",5,7,..,..,5,1,..,..
"Vopnafjardarhreppur","89 years",1,8,..,1,2,3,..,..
"Vopnafjardarhreppur","90 years",2,6,..,..,4,1,..,1
"Vopnafjardarhreppur","91 years",1,1,1,..,3,4,..,..
"Vopnafjardarhreppur","92 years",1,..,..,..,..,2,..,..
"Vopnafjardarhreppur","93 years",1,..,..,..,..,..,..,..
"Vopnafjardarhreppur","94 years",..,1,..,..,2,1,..,..
"Vopnafjardarhreppur","95 years",..,2,..,..,..,1,..,..
"Vopnafjardarhreppur","96 years",..,..,..,..,..,..,..,..
"Vopnafjardarhreppur","97 years",..,..,..,..,..,..,..,..
"Vopnafjardarhreppur","98 years",..,..,..,..,..,1,..,..
"Vopnafjardarhreppur","99 years",..,..,..,..,..,..,..,..
"Vopnafjardarhreppur","100 years",..,..,..,..,..,..,..,..
"Vopnafjardarhreppur","101 years",..,..,..,..,..,..,..,..
"Vopnafjardarhreppur","102 years",..,..,..,..,..,..,..,..
"Vopnafjardarhreppur","103 years",..,..,..,..,..,..,..,..
"Vopnafjardarhreppur","104 years",..,..,..,..,..,..,..,..
"Vopnafjardarhreppur","105 years",..,..,..,..,..,..,..,..
"Vopnafjardarhreppur","106 years",..,..,..,..,..,..,..,..
"Vopnafjardarhreppur","107 years",..,..,..,..,..,..,..,..
"Vopnafjardarhreppur","108 years",..,..,..,..,..,..,..,..
"Fljotsdalshreppur","In 1st year",11,14,..,..,15,16,1,..
"Fljotsdalshreppur","1 years",16,19,..,..,15,25,..,..
"Fljotsdalshreppur","2 years",19,18,..,..,19,13,..,..
"Fljotsdalshreppur","3 years",14,21,1,..,16,14,2,..
"Fljotsdalshreppur","4 years",17,16,..,..,19,11,2,..
"Fljotsdalshreppur","5 years",20,18,..,..,21,13,1,..
"Fljotsdalshreppur","6 years",15,15,..,..,16,15,2,2
"Fljotsdalshreppur","7 years",12,22,..,..,12,17,1,1
"Fljotsdalshreppur","8 years",11,21,1,1,14,15,2,..
"Fljotsdalshreppur","9 years",17,16,..,1,8,15,1,..
"Fljotsdalshreppur","10 years",16,16,..,1,21,17,..,1
"Fljotsdalshreppur","11 years",17,20,..,..,17,17,1,..
"Fljotsdalshreppur","12 years",19,21,..,1,16,16,2,2
"Fljotsdalshreppur","13 years",26,15,..,..,22,18,..,..
"Fljotsdalshreppur","14 years",22,19,..,..,16,12,..,..
"Fljotsdalshreppur","15 years",22,24,..,1,17,14,..,2
"Fljotsdalshreppur","16 years",22,18,..,..,10,16,1,..
"Fljotsdalshreppur","17 years",22,28,1,..,11,17,1,..
"Fljotsdalshreppur","18 years",18,26,..,..,17,15,1,..
"Fljotsdalshreppur","19 years",24,22,..,1,15,9,..,2
"Fljotsdalshreppur","20 years",17,13,1,3,18,15,1,..
"Fljotsdalshreppur","21 years",25,18,2,3,13,13,1,3
"Fljotsdalshreppur","22 years",12,11,..,2,19,12,2,6
"Fljotsdalshreppur","23 years",17,8,1,3,15,8,11,6
"Fljotsdalshreppur","24 years",22,7,1,2,11,18,4,7
"Fljotsdalshreppur","25 years",16,17,3,1,8,9,4,9
"Fljotsdalshreppur","26 years",7,6,1,2,14,13,13,5
"Fljotsdalshreppur","27 years",14,5,3,5,14,18,19,10
"Fljotsdalshreppur","28 years",8,17,7,4,17,12,10,7
"Fljotsdalshreppur","29 years",16,9,6,1,15,13,12,6
"Fljotsdalshreppur","30 years",14,14,4,6,17,18,9,5
"Fljotsdalshreppur","31 years",13,9,2,4,16,16,17,8
"Fljotsdalshreppur","32 years",19,17,2,2,17,11,11,9
"Fljotsdalshreppur","33 years",8,14,3,9,13,7,9,4
"Fljotsdalshreppur","34 years",5,7,..,1,16,17,7,3
"Fljotsdalshreppur","35 years",14,14,1,..,9,8,6,5
"Fljotsdalshreppur","36 years",10,10,4,..,8,3,8,5
"Fljotsdalshreppur","37 years",12,20,..,2,7,20,8,7
"Fljotsdalshreppur","38 years",14,16,4,2,13,11,7,5
"Fljotsdalshreppur","39 years",14,22,2,1,15,12,4,5
"Fljotsdalshreppur","40 years",17,10,1,2,12,12,7,3
"Fljotsdalshreppur","41 years",14,13,3,3,18,13,4,1
"Fljotsdalshreppur","42 years",24,21,..,..,10,17,5,8
"Fljotsdalshreppur","43 years",21,21,..,3,3,6,6,5
"Fljotsdalshreppur","44 years",19,20,1,1,11,12,4,3
"Fljotsdalshreppur","45 years",27,24,..,3,10,11,6,1
"Fljotsdalshreppur","46 years",20,11,2,3,11,17,9,2
"Fljotsdalshreppur","47 years",22,27,1,1,17,13,4,4
"Fljotsdalshreppur","48 years",25,14,1,1,11,16,2,2
"Fljotsdalshreppur","49 years",19,22,..,2,17,9,2,4
"Fljotsdalshreppur","50 years",27,23,..,..,12,10,3,..
"Fljotsdalshreppur","51 years",20,14,..,1,20,16,2,1
"Fljotsdalshreppur","52 years",19,17,1,..,22,20,1,5
"Fljotsdalshreppur","53 years",23,13,..,3,16,23,2,2
"Fljotsdalshreppur","54 years",18,15,2,1,27,16,4,2
"Fljotsdalshreppur","55 years",27,13,..,1,19,11,2,2
"Fljotsdalshreppur","56 years",21,15,1,2,16,23,2,3
"Fljotsdalshreppur","57 years",25,19,..,1,20,14,2,1
"Fljotsdalshreppur","58 years",13,20,..,2,17,19,1,2
"Fljotsdalshreppur","59 years",18,12,..,4,24,21,..,..
"Fljotsdalshreppur","60 years",10,17,2,..,18,13,3,1
"Fljotsdalshreppur","61 years",18,17,1,1,14,18,4,..
"Fljotsdalshreppur","62 years",10,13,..,..,26,11,1,1
"Fljotsdalshreppur","63 years",18,17,..,..,15,14,1,..
"Fljotsdalshreppur","64 years",13,18,..,..,25,11,..,1
"Fljotsdalshreppur","65 years",15,8,..,..,17,14,1,1
"Fljotsdalshreppur","66 years",18,16,1,..,21,15,2,2
"Fljotsdalshreppur","67 years",9,13,..,..,17,19,..,1
