Municipality,Age_Group,Background,Year,Sex,Population
Stykkisholmsbaer,65 and over,Immigrants,2021,Males,3
Stykkisholmsbaer,65 and over,Natives,2011,Females,44
Stykkisholmsbaer,65 and over,Natives,2011,Males,43
Stykkisholmsbaer,65 and over,Natives,2021,Females,48
Stykkisholmsbaer,65 and over,Natives,2021,Males,56
Sudavikurhreppur,0-15,Immigrants,2011,Females,61
Sudavikurhreppur,0-15,Immigrants,2011,Males,58
Sudavikurhreppur,0-15,Immigrants,2021,Females,157
Sudavikurhreppur,0-15,Immigrants,2021,Males,153
Sudavikurhreppur,0-15,Natives,2011,Females,1608
Sudavikurhreppur,0-15,Natives,2011,Males,1685
Sudavikurhreppur,0-15,Natives,2021,Females,1827
Sudavikurhreppur,0-15,Natives,2021,Males,1838
Sudavikurhreppur,16-24,Immigrants,2011,Females,102
Sudavikurhreppur,16-24,Immigrants,2011,Males,80
Sudavikurhreppur,16-24,Immigrants,2021,Females,193
Sudavikurhreppur,16-24,Immigrants,2021,Males,218
Sudavikurhreppur,16-24,Natives,2011,Females,835
Sudavikurhreppur,16-24,Natives,2011,Males,973
Sudavikurhreppur,16-24,Natives,2021,Females,841
Sudavikurhreppur,16-24,Natives,2021,Males,931
Sudavikurhreppur,25-34,Immigrants,2011,Females,239
Sudavikurhreppur,25-34,Immigrants,2011,Males,237
Sudavikurhreppur,25-34,Immigrants,2021,Females,648
Sudavikurhreppur,25-34,Immigrants,2021,Males,883
Sudavikurhreppur,25-34,Natives,2011,Females,851
Sudavikurhreppur,25-34,Natives,2011,Males,852
Sudavikurhreppur,25-34,Natives,2021,Females,870
Sudavikurhreppur,25-34,Natives,2021,Males,979
Sudavikurhreppur,35-44,Immigrants,2011,Females,170
Sudavikurhreppur,35-44,Immigrants,2011,Males,170
Sudavikurhreppur,35-44,Immigrants,2021,Females,495
Sudavikurhreppur,35-44,Immigrants,2021,Males,747
Sudavikurhreppur,35-44,Natives,2011,Females,733
Sudavikurhreppur,35-44,Natives,2011,Males,756
Sudavikurhreppur,35-44,Natives,2021,Females,850
Sudavikurhreppur,35-44,Natives,2021,Males,866
Sudavikurhreppur,45-54,Immigrants,2011,Females,97
Sudavikurhreppur,45-54,Immigrants,2011,Males,94
Sudavikurhreppur,45-54,Immigrants,2021,Females,286
Sudavikurhreppur,45-54,Immigrants,2021,Males,420
Sudavikurhreppur,45-54,Natives,2011,Females,845
Sudavikurhreppur,45-54,Natives,2011,Males,864
Sudavikurhreppur,45-54,Natives,2021,Females,751
Sudavikurhreppur,45-54,Natives,2021,Males,783
Sudavikurhreppur,55-64,Immigrants,2011,Females,37
Sudavikurhreppur,55-64,Immigrants,2011,Males,43
Sudavikurhreppur,55-64,Immigrants,2021,Females,164
Sudavikurhreppur,55-64,Immigrants,2021,Males,164
Sudavikurhreppur,55-64,Natives,2011,Females,620
Sudavikurhreppur,55-64,Natives,2011,Males,668
Sudavikurhreppur,55-64,Natives,2021,Females,825
Sudavikurhreppur,55-64,Natives,2021,Males,891
Sudavikurhreppur,65 and over,Immigrants,2011,Females,19
Sudavikurhreppur,65 and over,Immigrants,2011,Males,14
Sudavikurhreppur,65 and over,Immigrants,2021,Females,62
Sudavikurhreppur,65 and over,Immigrants,2021,Males,40
Sudavikurhreppur,65 and over,Natives,2011,Females,710
Sudavikurhreppur,65 and over,Natives,2011,Males,653
Sudavikurhreppur,65 and over,Natives,2021,Females,992
Sudavikurhreppur,65 and over,Natives,2021,Males,973
Sudurnesjabaer,0-15,Immigrants,2011,Females,0
Sudurnesjabaer,0-15,Immigrants,2011,Males,0
Sudurnesjabaer,0-15,Immigrants,2021,Females,4
Sudurnesjabaer,0-15,Immigrants,2021,Males,0
Sudurnesjabaer,0-15,Natives,2011,Females,101
Sudurnesjabaer,0-15,Natives,2011,Males,84
Sudurnesjabaer,0-15,Natives,2021,Females,112
Sudurnesjabaer,0-15,Natives,2021,Males,102
Sudurnesjabaer,16-24,Immigrants,2011,Females,15
Sudurnesjabaer,16-24,Immigrants,2011,Males,10
Sudurnesjabaer,16-24,Immigrants,2021,Females,15
Sudurnesjabaer,16-24,Immigrants,2021,Males,9
Sudurnesjabaer,16-24,Natives,2011,Females,61
Sudurnesjabaer,16-24,Natives,2011,Males,60
Sudurnesjabaer,16-24,Natives,2021,Females,54
Sudurnesjabaer,16-24,Natives,2021,Males,39
Sudurnesjabaer,25-34,Immigrants,2011,Females,12
Sudurnesjabaer,25-34,Immigrants,2011,Males,18
Sudurnesjabaer,25-34,Immigrants,2021,Females,69
Sudurnesjabaer,25-34,Immigrants,2021,Males,68
Sudurnesjabaer,25-34,Natives,2011,Females,47
Sudurnesjabaer,25-34,Natives,2011,Males,34
Sudurnesjabaer,25-34,Natives,2021,Females,35
Sudurnesjabaer,25-34,Natives,2021,Males,37
Sudurnesjabaer,35-44,Immigrants,2011,Females,14
Sudurnesjabaer,35-44,Immigrants,2011,Males,6
Sudurnesjabaer,35-44,Immigrants,2021,Females,12
Sudurnesjabaer,35-44,Immigrants,2021,Males,27
Sudurnesjabaer,35-44,Natives,2011,Females,40
Sudurnesjabaer,35-44,Natives,2011,Males,37
Sudurnesjabaer,35-44,Natives,2021,Females,52
Sudurnesjabaer,35-44,Natives,2021,Males,52
Sudurnesjabaer,45-54,Immigrants,2011,Females,3
Sudurnesjabaer,45-54,Immigrants,2011,Males,4
Sudurnesjabaer,45-54,Immigrants,2021,Females,20
Sudurnesjabaer,45-54,Immigrants,2021,Males,7
Sudurnesjabaer,45-54,Natives,2011,Females,57
Sudurnesjabaer,45-54,Natives,2011,Males,55
Sudurnesjabaer,45-54,Natives,2021,Females,47
Sudurnesjabaer,45-54,Natives,2021,Males,49
Sudurnesjabaer,55-64,Immigrants,2011,Females,0
Sudurnesjabaer,55-64,Immigrants,2011,Males,1
Sudurnesjabaer,55-64,Immigrants,2021,Females,5
Sudurnesjabaer,55-64,Immigrants,2021,Males,1
Sudurnesjabaer,55-64,Natives,2011,Females,69
Sudurnesjabaer,55-64,Natives,2011,Males,76
Sudurnesjabaer,55-64,Natives,2021,Females,67
Sudurnesjabaer,55-64,Natives,2021,Males,76
Sudurnesjabaer,65 and over,Immigrants,2011,Females,3
Sudurnesjabaer,65 and over,Immigrants,2011,Males,1
Sudurnesjabaer,65 and over,Immigrants,2021,Females,2
Sudurnesjabaer,65 and over,Immigrants,2021,Males,1
Sudurnesjabaer,65 and over,Natives,2011,Females,53
Sudurnesjabaer,65 and over,Natives,2011,Males,74
Sudurnesjabaer,65 and over,Natives,2021,Females,69
Sudurnesjabaer,65 and over,Natives,2021,Males,93
Svalbardshreppur,0-15,Immigrants,2011,Females,0
Svalbardshreppur,0-15,Immigrants,2011,Males,0
Svalbardshreppur,0-15,Immigrants,2021,Females,0
Svalbardshreppur,0-15,Immigrants,2021,Males,0
Svalbardshreppur,0-15,Natives,2011,Females,60
Svalbardshreppur,0-15,Natives,2011,Males,54
Svalbardshreppur,0-15,Natives,2021,Females,61
Svalbardshreppur,0-15,Natives,2021,Males,58
Svalbardshreppur,16-24,Immigrants,2011,Females,0
Svalbardshreppur,16-24,Immigrants,2011,Males,1
Svalbardshreppur,16-24,Immigrants,2021,Females,1
Svalbardshreppur,16-24,Immigrants,2021,Males,1
Svalbardshreppur,16-24,Natives,2011,Females,41
Svalbardshreppur,16-24,Natives,2011,Males,41
Svalbardshreppur,16-24,Natives,2021,Females,44
Svalbardshreppur,16-24,Natives,2021,Males,37
Svalbardshreppur,25-34,Immigrants,2011,Females,2
Svalbardshreppur,25-34,Immigrants,2011,Males,1
Svalbardshreppur,25-34,Immigrants,2021,Females,3
Svalbardshreppur,25-34,Immigrants,2021,Males,1
Svalbardshreppur,25-34,Natives,2011,Females,19
Svalbardshreppur,25-34,Natives,2011,Males,21
Svalbardshreppur,25-34,Natives,2021,Females,36
Svalbardshreppur,25-34,Natives,2021,Males,40
Svalbardshreppur,35-44,Immigrants,2011,Females,4
Svalbardshreppur,35-44,Immigrants,2011,Males,2
Svalbardshreppur,35-44,Immigrants,2021,Females,5
Svalbardshreppur,35-44,Immigrants,2021,Males,2
Svalbardshreppur,35-44,Natives,2011,Females,24
Svalbardshreppur,35-44,Natives,2011,Males,27
Svalbardshreppur,35-44,Natives,2021,Females,23
Svalbardshreppur,35-44,Natives,2021,Males,24
Svalbardshreppur,45-54,Immigrants,2011,Females,6
Svalbardshreppur,45-54,Immigrants,2011,Males,3
Svalbardshreppur,45-54,Immigrants,2021,Females,4
Svalbardshreppur,45-54,Immigrants,2021,Males,2
Svalbardshreppur,45-54,Natives,2011,Females,46
Svalbardshreppur,45-54,Natives,2011,Males,56
Svalbardshreppur,45-54,Natives,2021,Females,38
Svalbardshreppur,45-54,Natives,2021,Males,45
Svalbardshreppur,55-64,Immigrants,2011,Females,0
Svalbardshreppur,55-64,Immigrants,2011,Males,0
Svalbardshreppur,55-64,Immigrants,2021,Females,4
Svalbardshreppur,55-64,Immigrants,2021,Males,1
Svalbardshreppur,55-64,Natives,2011,Females,29
Svalbardshreppur,55-64,Natives,2011,Males,37
Svalbardshreppur,55-64,Natives,2021,Females,38
Svalbardshreppur,55-64,Natives,2021,Males,49
Svalbardshreppur,65 and over,Immigrants,2011,Females,4
Svalbardshreppur,65 and over,Immigrants,2011,Males,3
Svalbardshreppur,65 and over,Immigrants,2021,Females,5
Svalbardshreppur,65 and over,Immigrants,2021,Males,2
Svalbardshreppur,65 and over,Natives,2011,Females,33
Svalbardshreppur,65 and over,Natives,2011,Males,43
Svalbardshreppur,65 and over,Natives,2021,Females,43
Svalbardshreppur,65 and over,Natives,2021,Males,52
Svalbardsstrandarhreppur,0-15,Immigrants,2011,Females,19
Svalbardsstrandarhreppur,0-15,Immigrants,2011,Males,17
Svalbardsstrandarhreppur,0-15,Immigrants,2021,Females,20
Svalbardsstrandarhreppur,0-15,Immigrants,2021,Males,20
Svalbardsstrandarhreppur,0-15,Natives,2011,Females,482
Svalbardsstrandarhreppur,0-15,Natives,2011,Males,519
Svalbardsstrandarhreppur,0-15,Natives,2021,Females,491
Svalbardsstrandarhreppur,0-15,Natives,2021,Males,531
Svalbardsstrandarhreppur,16-24,Immigrants,2011,Females,27
Svalbardsstrandarhreppur,16-24,Immigrants,2011,Males,37
Svalbardsstrandarhreppur,16-24,Immigrants,2021,Females,42
Svalbardsstrandarhreppur,16-24,Immigrants,2021,Males,38
Svalbardsstrandarhreppur,16-24,Natives,2011,Females,243
Svalbardsstrandarhreppur,16-24,Natives,2011,Males,279
Svalbardsstrandarhreppur,16-24,Natives,2021,Females,241
Svalbardsstrandarhreppur,16-24,Natives,2021,Males,234
Svalbardsstrandarhreppur,25-34,Immigrants,2011,Females,53
Svalbardsstrandarhreppur,25-34,Immigrants,2011,Males,69
Svalbardsstrandarhreppur,25-34,Immigrants,2021,Females,99
Svalbardsstrandarhreppur,25-34,Immigrants,2021,Males,128
Svalbardsstrandarhreppur,25-34,Natives,2011,Females,225
Svalbardsstrandarhreppur,25-34,Natives,2011,Males,286
Svalbardsstrandarhreppur,25-34,Natives,2021,Females,215
Svalbardsstrandarhreppur,25-34,Natives,2021,Males,255
Svalbardsstrandarhreppur,35-44,Immigrants,2011,Females,50
Svalbardsstrandarhreppur,35-44,Immigrants,2011,Males,65
Svalbardsstrandarhreppur,35-44,Immigrants,2021,Females,83
Svalbardsstrandarhreppur,35-44,Immigrants,2021,Males,102
Svalbardsstrandarhreppur,35-44,Natives,2011,Females,230
Svalbardsstrandarhreppur,35-44,Natives,2011,Males,258
Svalbardsstrandarhreppur,35-44,Natives,2021,Females,208
Svalbardsstrandarhreppur,35-44,Natives,2021,Males,250
Svalbardsstrandarhreppur,45-54,Immigrants,2011,Females,32
Svalbardsstrandarhreppur,45-54,Immigrants,2011,Males,51
Svalbardsstrandarhreppur,45-54,Immigrants,2021,Females,75
Svalbardsstrandarhreppur,45-54,Immigrants,2021,Males,77
Svalbardsstrandarhreppur,45-54,Natives,2011,Females,272
Svalbardsstrandarhreppur,45-54,Natives,2011,Males,325
Svalbardsstrandarhreppur,45-54,Natives,2021,Females,205
Svalbardsstrandarhreppur,45-54,Natives,2021,Males,231
Svalbardsstrandarhreppur,55-64,Immigrants,2011,Females,20
Svalbardsstrandarhreppur,55-64,Immigrants,2011,Males,30
Svalbardsstrandarhreppur,55-64,Immigrants,2021,Females,40
Svalbardsstrandarhreppur,55-64,Immigrants,2021,Males,53
Svalbardsstrandarhreppur,55-64,Natives,2011,Females,202
Svalbardsstrandarhreppur,55-64,Natives,2011,Males,272
Svalbardsstrandarhreppur,55-64,Natives,2021,Females,245
Svalbardsstrandarhreppur,55-64,Natives,2021,Males,289
Svalbardsstrandarhreppur,65 and over,Immigrants,2011,Females,7
Svalbardsstrandarhreppur,65 and over,Immigrants,2011,Males,5
Svalbardsstrandarhreppur,65 and over,Immigrants,2021,Females,16
Svalbardsstrandarhreppur,65 and over,Immigrants,2021,Males,12
Svalbardsstrandarhreppur,65 and over,Natives,2011,Females,283
Svalbardsstrandarhreppur,65 and over,Natives,2011,Males,304
Svalbardsstrandarhreppur,65 and over,Natives,2021,Females,351
Svalbardsstrandarhreppur,65 and over,Natives,2021,Males,404
Sveitarfelagid Arborg,0-15,Immigrants,2011,Females,0
Sveitarfelagid Arborg,0-15,Immigrants,2011,Males,0
Sveitarfelagid Arborg,0-15,Immigrants,2021,Females,0
Sveitarfelagid Arborg,0-15,Immigrants,2021,Males,0
Sveitarfelagid Arborg,0-15,Natives,2011,Females,12
Sveitarfelagid Arborg,0-15,Natives,2011,Males,14
Sveitarfelagid Arborg,0-15,Natives,2021,Females,8
Sveitarfelagid Arborg,0-15,Natives,2021,Males,9
Sveitarfelagid Arborg,16-24,Immigrants,2011,Females,0
Sveitarfelagid Arborg,16-24,Immigrants,2011,Males,0
Sveitarfelagid Arborg,16-24,Immigrants,2021,Females,0
Sveitarfelagid Arborg,16-24,Immigrants,2021,Males,0
Sveitarfelagid Arborg,16-24,Natives,2011,Females,5
Sveitarfelagid Arborg,16-24,Natives,2011,Males,8
Sveitarfelagid Arborg,16-24,Natives,2021,Females,7
Sveitarfelagid Arborg,16-24,Natives,2021,Males,7
Sveitarfelagid Arborg,25-34,Immigrants,2011,Females,1
Sveitarfelagid Arborg,25-34,Immigrants,2011,Males,0
Sveitarfelagid Arborg,25-34,Immigrants,2021,Females,1
Sveitarfelagid Arborg,25-34,Immigrants,2021,Males,0
Sveitarfelagid Arborg,25-34,Natives,2011,Females,3
Sveitarfelagid Arborg,25-34,Natives,2011,Males,2
Sveitarfelagid Arborg,25-34,Natives,2021,Females,4
Sveitarfelagid Arborg,25-34,Natives,2021,Males,5
Sveitarfelagid Arborg,35-44,Immigrants,2011,Females,0
Sveitarfelagid Arborg,35-44,Immigrants,2011,Males,0
Sveitarfelagid Arborg,35-44,Immigrants,2021,Females,1
Sveitarfelagid Arborg,35-44,Immigrants,2021,Males,0
Sveitarfelagid Arborg,35-44,Natives,2011,Females,10
Sveitarfelagid Arborg,35-44,Natives,2011,Males,5
Sveitarfelagid Arborg,35-44,Natives,2021,Females,2
Sveitarfelagid Arborg,35-44,Natives,2021,Males,2
Sveitarfelagid Arborg,45-54,Immigrants,2011,Females,0
Sveitarfelagid Arborg,45-54,Immigrants,2011,Males,0
Sveitarfelagid Arborg,45-54,Immigrants,2021,Females,1
Sveitarfelagid Arborg,45-54,Immigrants,2021,Males,0
Sveitarfelagid Arborg,45-54,Natives,2011,Females,4
Sveitarfelagid Arborg,45-54,Natives,2011,Males,7
Sveitarfelagid Arborg,45-54,Natives,2021,Females,10
Sveitarfelagid Arborg,45-54,Natives,2021,Males,9
Sveitarfelagid Arborg,55-64,Immigrants,2011,Females,0
Sveitarfelagid Arborg,55-64,Immigrants,2011,Males,0
Sveitarfelagid Arborg,55-64,Immigrants,2021,Females,0
Sveitarfelagid Arborg,55-64,Immigrants,2021,Males,0
Sveitarfelagid Arborg,55-64,Natives,2011,Females,5
Sveitarfelagid Arborg,55-64,Natives,2011,Males,7
Sveitarfelagid Arborg,55-64,Natives,2021,Females,3
Sveitarfelagid Arborg,55-64,Natives,2021,Males,6
Sveitarfelagid Arborg,65 and over,Immigrants,2011,Females,0
Sveitarfelagid Arborg,65 and over,Immigrants,2011,Males,0
Sveitarfelagid Arborg,65 and over,Immigrants,2021,Females,0
Sveitarfelagid Arborg,65 and over,Immigrants,2021,Males,0
Sveitarfelagid Arborg,65 and over,Natives,2011,Females,8
Sveitarfelagid Arborg,65 and over,Natives,2011,Males,8
Sveitarfelagid Arborg,65 and over,Natives,2021,Females,8
Sveitarfelagid Arborg,65 and over,Natives,2021,Males,6
Sveitarfelagid Hornafjordur,0-15,Immigrants,2011,Females,4
Sveitarfelagid Hornafjordur,0-15,Immigrants,2011,Males,2
Sveitarfelagid Hornafjordur,0-15,Immigrants,2021,Females,8
Sveitarfelagid Hornafjordur,0-15,Immigrants,2021,Males,8
Sveitarfelagid Hornafjordur,0-15,Natives,2011,Females,414
Sveitarfelagid Hornafjordur,0-15,Natives,2011,Males,410
Sveitarfelagid Hornafjordur,0-15,Natives,2021,Females,379
Sveitarfelagid Hornafjordur,0-15,Natives,2021,Males,422
Sveitarfelagid Hornafjordur,16-24,Immigrants,2011,Females,25
Sveitarfelagid Hornafjordur,16-24,Immigrants,2011,Males,5
Sveitarfelagid Hornafjordur,16-24,Immigrants,2021,Females,21
Sveitarfelagid Hornafjordur,16-24,Immigrants,2021,Males,8
Sveitarfelagid Hornafjordur,16-24,Natives,2011,Females,224
Sveitarfelagid Hornafjordur,16-24,Natives,2011,Males,284
Sveitarfelagid Hornafjordur,16-24,Natives,2021,Females,214
Sveitarfelagid Hornafjordur,16-24,Natives,2021,Males,232
Sveitarfelagid Hornafjordur,25-34,Immigrants,2011,Females,33
Sveitarfelagid Hornafjordur,25-34,Immigrants,2011,Males,20
Sveitarfelagid Hornafjordur,25-34,Immigrants,2021,Females,63
Sveitarfelagid Hornafjordur,25-34,Immigrants,2021,Males,48
Sveitarfelagid Hornafjordur,25-34,Natives,2011,Females,176
Sveitarfelagid Hornafjordur,25-34,Natives,2011,Males,230
Sveitarfelagid Hornafjordur,25-34,Natives,2021,Females,203
Sveitarfelagid Hornafjordur,25-34,Natives,2021,Males,206
Sveitarfelagid Hornafjordur,35-44,Immigrants,2011,Females,17
Sveitarfelagid Hornafjordur,35-44,Immigrants,2011,Males,6
Sveitarfelagid Hornafjordur,35-44,Immigrants,2021,Females,37
Sveitarfelagid Hornafjordur,35-44,Immigrants,2021,Males,30
Sveitarfelagid Hornafjordur,35-44,Natives,2011,Females,230
Sveitarfelagid Hornafjordur,35-44,Natives,2011,Males,221
Sveitarfelagid Hornafjordur,35-44,Natives,2021,Females,180
Sveitarfelagid Hornafjordur,35-44,Natives,2021,Males,219
Sveitarfelagid Hornafjordur,45-54,Immigrants,2011,Females,8
Sveitarfelagid Hornafjordur,45-54,Immigrants,2011,Males,7
Sveitarfelagid Hornafjordur,45-54,Immigrants,2021,Females,21
Sveitarfelagid Hornafjordur,45-54,Immigrants,2021,Males,13
Sveitarfelagid Hornafjordur,45-54,Natives,2011,Females,274
Sveitarfelagid Hornafjordur,45-54,Natives,2011,Males,266
Sveitarfelagid Hornafjordur,45-54,Natives,2021,Females,228
Sveitarfelagid Hornafjordur,45-54,Natives,2021,Males,212
Sveitarfelagid Hornafjordur,55-64,Immigrants,2011,Females,4
Sveitarfelagid Hornafjordur,55-64,Immigrants,2011,Males,5
Sveitarfelagid Hornafjordur,55-64,Immigrants,2021,Females,14
Sveitarfelagid Hornafjordur,55-64,Immigrants,2021,Males,8
Sveitarfelagid Hornafjordur,55-64,Natives,2011,Females,219
Sveitarfelagid Hornafjordur,55-64,Natives,2011,Males,239
Sveitarfelagid Hornafjordur,55-64,Natives,2021,Females,263
Sveitarfelagid Hornafjordur,55-64,Natives,2021,Males,253
Sveitarfelagid Hornafjordur,65 and over,Immigrants,2011,Females,2
Sveitarfelagid Hornafjordur,65 and over,Immigrants,2011,Males,0
Sveitarfelagid Hornafjordur,65 and over,Immigrants,2021,Females,4
Sveitarfelagid Hornafjordur,65 and over,Immigrants,2021,Males,4
Sveitarfelagid Hornafjordur,65 and over,Natives,2011,Females,317
Sveitarfelagid Hornafjordur,65 and over,Natives,2011,Males,313
Sveitarfelagid Hornafjordur,65 and over,Natives,2021,Females,348
Sveitarfelagid Hornafjordur,65 and over,Natives,2021,Males,365
Sveitarfelagid Olfus,0-15,Immigrants,2011,Females,3
Sveitarfelagid Olfus,0-15,Immigrants,2011,Males,3
Sveitarfelagid Olfus,0-15,Immigrants,2021,Females,2
Sveitarfelagid Olfus,0-15,Immigrants,2021,Males,0
Sveitarfelagid Olfus,0-15,Natives,2011,Females,34
Sveitarfelagid Olfus,0-15,Natives,2011,Males,30
Sveitarfelagid Olfus,0-15,Natives,2021,Females,23
Sveitarfelagid Olfus,0-15,Natives,2021,Males,26
Sveitarfelagid Olfus,16-24,Immigrants,2011,Females,6
Sveitarfelagid Olfus,16-24,Immigrants,2011,Males,4
Sveitarfelagid Olfus,16-24,Immigrants,2021,Females,1
Sveitarfelagid Olfus,16-24,Immigrants,2021,Males,1
Sveitarfelagid Olfus,16-24,Natives,2011,Females,6
Sveitarfelagid Olfus,16-24,Natives,2011,Males,18
Sveitarfelagid Olfus,16-24,Natives,2021,Females,17
Sveitarfelagid Olfus,16-24,Natives,2021,Males,17
Sveitarfelagid Olfus,25-34,Immigrants,2011,Females,4
Sveitarfelagid Olfus,25-34,Immigrants,2011,Males,9
Sveitarfelagid Olfus,25-34,Immigrants,2021,Females,8
Sveitarfelagid Olfus,25-34,Immigrants,2021,Males,5
Sveitarfelagid Olfus,25-34,Natives,2011,Females,10
Sveitarfelagid Olfus,25-34,Natives,2011,Males,13
Sveitarfelagid Olfus,25-34,Natives,2021,Females,11
Sveitarfelagid Olfus,25-34,Natives,2021,Males,15
Sveitarfelagid Olfus,35-44,Immigrants,2011,Females,6
Sveitarfelagid Olfus,35-44,Immigrants,2011,Males,4
Sveitarfelagid Olfus,35-44,Immigrants,2021,Females,5
Sveitarfelagid Olfus,35-44,Immigrants,2021,Males,6
Sveitarfelagid Olfus,35-44,Natives,2011,Females,11
Sveitarfelagid Olfus,35-44,Natives,2011,Males,13
Sveitarfelagid Olfus,35-44,Natives,2021,Females,10
Sveitarfelagid Olfus,35-44,Natives,2021,Males,11
Sveitarfelagid Olfus,45-54,Immigrants,2011,Females,7
Sveitarfelagid Olfus,45-54,Immigrants,2011,Males,3
Sveitarfelagid Olfus,45-54,Immigrants,2021,Females,5
Sveitarfelagid Olfus,45-54,Immigrants,2021,Males,4
Sveitarfelagid Olfus,45-54,Natives,2011,Females,16
Sveitarfelagid Olfus,45-54,Natives,2011,Males,16
Sveitarfelagid Olfus,45-54,Natives,2021,Females,11
Sveitarfelagid Olfus,45-54,Natives,2021,Males,18
Sveitarfelagid Olfus,55-64,Immigrants,2011,Females,2
Sveitarfelagid Olfus,55-64,Immigrants,2011,Males,1
Sveitarfelagid Olfus,55-64,Immigrants,2021,Females,2
Sveitarfelagid Olfus,55-64,Immigrants,2021,Males,5
Sveitarfelagid Olfus,55-64,Natives,2011,Females,5
Sveitarfelagid Olfus,55-64,Natives,2011,Males,6
Sveitarfelagid Olfus,55-64,Natives,2021,Females,13
Sveitarfelagid Olfus,55-64,Natives,2021,Males,12
Sveitarfelagid Olfus,65 and over,Immigrants,2011,Females,0
Sveitarfelagid Olfus,65 and over,Immigrants,2011,Males,2
Sveitarfelagid Olfus,65 and over,Immigrants,2021,Females,1
Sveitarfelagid Olfus,65 and over,Immigrants,2021,Males,0
Sveitarfelagid Olfus,65 and over,Natives,2011,Females,14
Sveitarfelagid Olfus,65 and over,Natives,2011,Males,20
Sveitarfelagid Olfus,65 and over,Natives,2021,Females,9
Sveitarfelagid Olfus,65 and over,Natives,2021,Males,14
Sveitarfelagid Skagafjordur,0-15,Immigrants,2011,Females,13
Sveitarfelagid Skagafjordur,0-15,Immigrants,2011,Males,10
Sveitarfelagid Skagafjordur,0-15,Immigrants,2021,Females,10
Sveitarfelagid Skagafjordur,0-15,Immigrants,2021,Males,5
Sveitarfelagid Skagafjordur,0-15,Natives,2011,Females,206
Sveitarfelagid Skagafjordur,0-15,Natives,2011,Males,191
Sveitarfelagid Skagafjordur,0-15,Natives,2021,Females,150
Sveitarfelagid Skagafjordur,0-15,Natives,2021,Males,160
Sveitarfelagid Skagafjordur,16-24,Immigrants,2011,Females,13
Sveitarfelagid Skagafjordur,16-24,Immigrants,2011,Males,27
Sveitarfelagid Skagafjordur,16-24,Immigrants,2021,Females,21
Sveitarfelagid Skagafjordur,16-24,Immigrants,2021,Males,21
Sveitarfelagid Skagafjordur,16-24,Natives,2011,Females,84
Sveitarfelagid Skagafjordur,16-24,Natives,2011,Males,91
Sveitarfelagid Skagafjordur,16-24,Natives,2021,Females,75
Sveitarfelagid Skagafjordur,16-24,Natives,2021,Males,78
Sveitarfelagid Skagafjordur,25-34,Immigrants,2011,Females,40
Sveitarfelagid Skagafjordur,25-34,Immigrants,2011,Males,44
Sveitarfelagid Skagafjordur,25-34,Immigrants,2021,Females,44
Sveitarfelagid Skagafjordur,25-34,Immigrants,2021,Males,56
Sveitarfelagid Skagafjordur,25-34,Natives,2011,Females,72
Sveitarfelagid Skagafjordur,25-34,Natives,2011,Males,83
Sveitarfelagid Skagafjordur,25-34,Natives,2021,Females,70
Sveitarfelagid Skagafjordur,25-34,Natives,2021,Males,64
Sveitarfelagid Skagafjordur,35-44,Immigrants,2011,Females,31
Sveitarfelagid Skagafjordur,35-44,Immigrants,2011,Males,37
Sveitarfelagid Skagafjordur,35-44,Immigrants,2021,Females,42
Sveitarfelagid Skagafjordur,35-44,Immigrants,2021,Males,39
Sveitarfelagid Skagafjordur,35-44,Natives,2011,Females,75
Sveitarfelagid Skagafjordur,35-44,Natives,2011,Males,90
Sveitarfelagid Skagafjordur,35-44,Natives,2021,Females,60
Sveitarfelagid Skagafjordur,35-44,Natives,2021,Males,68
Sveitarfelagid Skagafjordur,45-54,Immigrants,2011,Females,21
Sveitarfelagid Skagafjordur,45-54,Immigrants,2011,Males,13
Sveitarfelagid Skagafjordur,45-54,Immigrants,2021,Females,33
Sveitarfelagid Skagafjordur,45-54,Immigrants,2021,Males,36
Sveitarfelagid Skagafjordur,45-54,Natives,2011,Females,104
Sveitarfelagid Skagafjordur,45-54,Natives,2011,Males,107
Sveitarfelagid Skagafjordur,45-54,Natives,2021,Females,67
Sveitarfelagid Skagafjordur,45-54,Natives,2021,Males,76
Sveitarfelagid Skagafjordur,55-64,Immigrants,2011,Females,10
Sveitarfelagid Skagafjordur,55-64,Immigrants,2011,Males,5
Sveitarfelagid Skagafjordur,55-64,Immigrants,2021,Females,18
Sveitarfelagid Skagafjordur,55-64,Immigrants,2021,Males,16
Sveitarfelagid Skagafjordur,55-64,Natives,2011,Females,72
Sveitarfelagid Skagafjordur,55-64,Natives,2011,Males,84
Sveitarfelagid Skagafjordur,55-64,Natives,2021,Females,85
Sveitarfelagid Skagafjordur,55-64,Natives,2021,Males,95
Sveitarfelagid Skagafjordur,65 and over,Immigrants,2011,Females,4
Sveitarfelagid Skagafjordur,65 and over,Immigrants,2011,Males,3
Sveitarfelagid Skagafjordur,65 and over,Immigrants,2021,Females,10
Sveitarfelagid Skagafjordur,65 and over,Immigrants,2021,Males,7
Sveitarfelagid Skagafjordur,65 and over,Natives,2011,Females,73
Sveitarfelagid Skagafjordur,65 and over,Natives,2011,Males,83
Sveitarfelagid Skagafjordur,65 and over,Natives,2021,Females,97
Sveitarfelagid Skagafjordur,65 and over,Natives,2021,Males,119
Sveitarfelagid Skagastrond,0-15,Immigrants,2011,Females,2
